geneGC	obsGC
34.681674287724235	32.46636363636364
34.681674287724235	28.65
34.681674287724235	30.6975
34.681674287724235	35.43
34.681674287724235	31.99
34.681674287724235	35.36
34.681674287724235	33.699999999999996
34.681674287724235	34.507407407407406
34.681674287724235	31.344285714285718
34.681674287724235	41.39
34.681674287724235	34.36941176470588
34.681674287724235	32.099062499999995
34.681674287724235	37.705000000000005
34.681674287724235	37.644999999999996
34.681674287724235	33.6
34.681674287724235	32.196666666666665
34.681674287724235	31.576666666666664
34.681674287724235	33.59666666666667
34.681674287724235	39.513
34.681674287724235	37.08125
34.681674287724235	27.22
34.681674287724235	31.560000000000006
34.681674287724235	32.30384615384615
34.681674287724235	36.5475
34.681674287724235	34.509230769230776
34.681674287724235	38.1925
34.681674287724235	32.67318181818182
34.681674287724235	30.646874999999998
34.681674287724235	29.31772727272727
34.681674287724235	47.35
34.681674287724235	34.757999999999996
34.681674287724235	36.093333333333334
34.681674287724235	35.03764705882353
34.681674287724235	31.299999999999997
34.681674287724235	37.321666666666665
34.681674287724235	36.61333333333332
34.681674287724235	42.65
34.681674287724235	32.893
34.681674287724235	36.507
34.681674287724235	33.970000000000006
34.681674287724235	35.91
34.681674287724235	32.54666666666667
34.681674287724235	35.74
34.681674287724235	28.526
34.681674287724235	37.035
34.681674287724235	35.973499999999994
34.681674287724235	31.52769230769231
34.681674287724235	35.626666666666665
34.681674287724235	33.45125
34.681674287724235	33.41
34.681674287724235	33.5225
34.681674287724235	34.105714285714285
34.681674287724235	35.936
34.681674287724235	40.375
34.681674287724235	32.38285714285714
34.681674287724235	38.50666666666667
34.681674287724235	34.711666666666666
34.681674287724235	32.593
34.681674287724235	35.52125
34.681674287724235	32.604
34.681674287724235	33.803333333333335
34.681674287724235	34.74111111111111
34.681674287724235	36.4675
34.681674287724235	31.116923076923076
34.681674287724235	33.53
34.681674287724235	36.952000000000005
34.681674287724235	30.965
34.681674287724235	34.99839999999999
34.681674287724235	32.59214285714285
34.681674287724235	33.87904761904761
34.681674287724235	33.665
34.681674287724235	33.104
34.681674287724235	30.8
34.681674287724235	41.10333333333333
34.681674287724235	42.20166666666667
34.681674287724235	27.97
34.681674287724235	36.151428571428575
52.96108291032149	46.56
55.080213903743314	54.22
55.080213903743314	61.56
49.744623655913976	50.43
61.70365068002863	62.315
61.70365068002863	63.05
61.70365068002863	61.580000000000005
61.70365068002863	59.49
61.70365068002863	60.74
61.70365068002863	62.157500000000006
61.70365068002863	59.87
61.70365068002863	59.86
61.70365068002863	60.0
61.70365068002863	61.84
61.70365068002863	56.38
61.70365068002863	62.99
61.70365068002863	60.855000000000004
61.70365068002863	62.923333333333325
61.70365068002863	61.953333333333326
61.70365068002863	62.46
61.70365068002863	63.09
61.70365068002863	63.26666666666666
61.70365068002863	60.5
61.70365068002863	63.3
61.70365068002863	63.07
61.70365068002863	61.715
61.70365068002863	62.93
61.70365068002863	61.667500000000004
61.70365068002863	61.67
61.70365068002863	59.89
61.70365068002863	62.879999999999995
61.70365068002863	62.489999999999995
61.70365068002863	61.935
61.70365068002863	60.83
61.70365068002863	59.9
61.70365068002863	58.785
61.70365068002863	64.66
61.70365068002863	61.614999999999995
61.70365068002863	62.260000000000005
61.70365068002863	62.327999999999996
61.70365068002863	60.394999999999996
61.70365068002863	62.21333333333333
61.70365068002863	61.58
61.70365068002863	62.25750000000001
61.70365068002863	62.459999999999994
61.70365068002863	63.15249999999999
61.70365068002863	63.06333333333333
61.70365068002863	59.77
61.70365068002863	61.68333333333334
61.70365068002863	62.98
61.70365068002863	60.67
61.70365068002863	63.473333333333336
61.70365068002863	61.58
61.70365068002863	59.39
61.70365068002863	60.98199999999999
61.70365068002863	62.07
61.70365068002863	64.12333333333332
61.70365068002863	61.220000000000006
61.70365068002863	60.534285714285716
61.70365068002863	59.913333333333334
61.70365068002863	60.0
61.70365068002863	59.86
61.70365068002863	61.87
61.70365068002863	60.82
61.70365068002863	61.8625
61.70365068002863	60.105000000000004
61.70365068002863	62.49818181818182
61.70365068002863	62.18
61.70365068002863	62.69
61.70365068002863	61.07714285714285
61.70365068002863	64.455
61.70365068002863	60.34
61.70365068002863	57.31
61.70365068002863	64.59
61.70365068002863	63.2
61.70365068002863	63.23
61.70365068002863	63.06999999999999
61.70365068002863	60.34
61.70365068002863	62.9175
61.70365068002863	63.595
61.70365068002863	63.1
61.70365068002863	61.7
61.70365068002863	60.0
61.70365068002863	58.86
61.70365068002863	60.17
61.70365068002863	64.59
61.70365068002863	62.02
61.70365068002863	59.995000000000005
61.70365068002863	57.74
61.70365068002863	61.76
61.70365068002863	61.58
61.70365068002863	61.76
61.70365068002863	60.29
61.70365068002863	60.25166666666667
61.70365068002863	63.276666666666664
61.70365068002863	60.870000000000005
61.70365068002863	62.04
61.70365068002863	61.88636363636363
61.70365068002863	63.47
61.70365068002863	59.217499999999994
61.70365068002863	61.12
61.70365068002863	61.635
61.70365068002863	61.385000000000005
61.70365068002863	61.69
61.70365068002863	63.785000000000004
61.70365068002863	59.79
61.70365068002863	59.38666666666666
61.70365068002863	60.54
61.70365068002863	59.89
61.70365068002863	61.84
61.70365068002863	64.64
61.70365068002863	60.71
61.70365068002863	61.11714285714286
61.70365068002863	62.45
61.70365068002863	62.625
59.30316091954023	56.11
59.30316091954023	55.38
59.30316091954023	57.6
59.30316091954023	42.19
59.30316091954023	55.36
59.30316091954023	63.02
59.30316091954023	58.35
59.30316091954023	56.6
59.30316091954023	58.15
37.93402777777778	39.05
35.525260625501204	35.29
35.525260625501204	37.77
35.525260625501204	30.48
35.525260625501204	35.0
35.525260625501204	44.3
42.76315789473684	41.67
27.388535031847134	25.19
64.13043478260869	58.48
64.13043478260869	67.3
53.30335524040124	52.11
53.30335524040124	54.08
53.30335524040124	46.76
53.30335524040124	53.0
53.30335524040124	49.06
53.30335524040124	52.08
53.30335524040124	55.57
53.30335524040124	50.43
53.30335524040124	57.379999999999995
53.30335524040124	44.55
53.30335524040124	54.60666666666666
53.30335524040124	55.65
49.23371647509578	56.88
49.23371647509578	49.23
49.23371647509578	49.23
49.23371647509578	42.07
49.23371647509578	36.75
55.257009345794394	68.22
61.46435452793835	61.46
